,start_date,venue,innings,batting_team,bowling_team,total_runs
421,2011-04-30,Eden Gardens,2,Kolkata Knight Riders,Kings XI Punjab,120
422,2011-05-01,Sawai Mansingh Stadium,1,Pune Warriors,Rajasthan Royals,143
423,2011-05-01,Sawai Mansingh Stadium,2,Rajasthan Royals,Pune Warriors,144
424,2011-05-01,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Deccan Chargers,165
425,2011-05-01,"MA Chidambaram Stadium, Chepauk",2,Deccan Chargers,Chennai Super Kings,146
426,2011-05-02,Wankhede Stadium,1,Mumbai Indians,Kings XI Punjab,159
427,2011-05-02,Wankhede Stadium,2,Kings XI Punjab,Mumbai Indians,136
428,2011-05-02,Feroz Shah Kotla,1,Delhi Daredevils,Kochi Tuskers Kerala,140
429,2011-05-02,Feroz Shah Kotla,2,Kochi Tuskers Kerala,Delhi Daredevils,141
430,2011-05-03,"Rajiv Gandhi International Stadium, Uppal",1,Kolkata Knight Riders,Deccan Chargers,169
431,2011-05-03,"Rajiv Gandhi International Stadium, Uppal",2,Deccan Chargers,Kolkata Knight Riders,148
432,2011-05-04,"MA Chidambaram Stadium, Chepauk",1,Rajasthan Royals,Chennai Super Kings,147
433,2011-05-04,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,Rajasthan Royals,149
434,2011-05-04,Dr DY Patil Sports Academy,1,Mumbai Indians,Pune Warriors,160
435,2011-05-04,Dr DY Patil Sports Academy,2,Pune Warriors,Mumbai Indians,139
436,2011-05-05,Nehru Stadium,1,Kochi Tuskers Kerala,Kolkata Knight Riders,156
437,2011-05-05,Nehru Stadium,2,Kolkata Knight Riders,Kochi Tuskers Kerala,139
438,2011-05-05,"Rajiv Gandhi International Stadium, Uppal",1,Deccan Chargers,Delhi Daredevils,175
439,2011-05-05,"Rajiv Gandhi International Stadium, Uppal",2,Delhi Daredevils,Deccan Chargers,179
440,2011-05-06,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,205
441,2011-05-06,M Chinnaswamy Stadium,2,Kings XI Punjab,Royal Challengers Bangalore,120
442,2011-05-07,Eden Gardens,1,Chennai Super Kings,Kolkata Knight Riders,114
443,2011-05-07,Eden Gardens,2,Kolkata Knight Riders,Chennai Super Kings,61
444,2011-05-07,Wankhede Stadium,1,Mumbai Indians,Delhi Daredevils,178
445,2011-05-07,Wankhede Stadium,2,Delhi Daredevils,Mumbai Indians,146
446,2011-05-08,M Chinnaswamy Stadium,1,Kochi Tuskers Kerala,Royal Challengers Bangalore,125
447,2011-05-08,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kochi Tuskers Kerala,128
448,2011-05-08,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Pune Warriors,119
449,2011-05-08,"Punjab Cricket Association Stadium, Mohali",2,Pune Warriors,Kings XI Punjab,120
450,2011-05-09,Sawai Mansingh Stadium,1,Chennai Super Kings,Rajasthan Royals,195
451,2011-05-09,Sawai Mansingh Stadium,2,Rajasthan Royals,Chennai Super Kings,133
452,2011-05-10,"Rajiv Gandhi International Stadium, Uppal",1,Deccan Chargers,Pune Warriors,136
453,2011-05-10,"Rajiv Gandhi International Stadium, Uppal",2,Pune Warriors,Deccan Chargers,137
454,2011-05-10,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Mumbai Indians,163
455,2011-05-10,"Punjab Cricket Association Stadium, Mohali",2,Mumbai Indians,Kings XI Punjab,87
456,2011-05-11,Sawai Mansingh Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,146
457,2011-05-11,Sawai Mansingh Stadium,2,Royal Challengers Bangalore,Rajasthan Royals,151
458,2011-05-12,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Delhi Daredevils,176
459,2011-05-12,"MA Chidambaram Stadium, Chepauk",2,Delhi Daredevils,Chennai Super Kings,158
460,2011-05-13,Holkar Cricket Stadium,1,Kochi Tuskers Kerala,Kings XI Punjab,178
461,2011-05-13,Holkar Cricket Stadium,2,Kings XI Punjab,Kochi Tuskers Kerala,181
462,2011-05-14,M Chinnaswamy Stadium,1,Kolkata Knight Riders,Royal Challengers Bangalore,89
463,2011-05-14,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,105
464,2011-05-14,Wankhede Stadium,1,Deccan Chargers,Mumbai Indians,135
465,2011-05-14,Wankhede Stadium,2,Mumbai Indians,Deccan Chargers,124
466,2011-05-15,Himachal Pradesh Cricket Association Stadium,1,Kings XI Punjab,Delhi Daredevils,170
467,2011-05-15,Himachal Pradesh Cricket Association Stadium,2,Delhi Daredevils,Kings XI Punjab,141
468,2011-05-15,Holkar Cricket Stadium,1,Rajasthan Royals,Kochi Tuskers Kerala,97
469,2011-05-15,Holkar Cricket Stadium,2,Kochi Tuskers Kerala,Rajasthan Royals,98
470,2011-05-16,Dr DY Patil Sports Academy,1,Pune Warriors,Deccan Chargers,136
471,2011-05-16,Dr DY Patil Sports Academy,2,Deccan Chargers,Pune Warriors,138
472,2011-05-17,Himachal Pradesh Cricket Association Stadium,1,Kings XI Punjab,Royal Challengers Bangalore,232
473,2011-05-17,Himachal Pradesh Cricket Association Stadium,2,Royal Challengers Bangalore,Kings XI Punjab,121
474,2011-05-18,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Kochi Tuskers Kerala,152
475,2011-05-18,"MA Chidambaram Stadium, Chepauk",2,Kochi Tuskers Kerala,Chennai Super Kings,140
476,2011-05-19,Dr DY Patil Sports Academy,1,Pune Warriors,Kolkata Knight Riders,118
477,2011-05-19,Dr DY Patil Sports Academy,2,Kolkata Knight Riders,Pune Warriors,119
478,2011-05-20,Wankhede Stadium,1,Mumbai Indians,Rajasthan Royals,133
479,2011-05-20,Wankhede Stadium,2,Rajasthan Royals,Mumbai Indians,134
480,2011-05-21,Himachal Pradesh Cricket Association Stadium,1,Deccan Chargers,Kings XI Punjab,198
481,2011-05-21,Himachal Pradesh Cricket Association Stadium,2,Kings XI Punjab,Deccan Chargers,116
482,2011-05-21,Feroz Shah Kotla,1,Delhi Daredevils,Pune Warriors,56
483,2011-05-22,M Chinnaswamy Stadium,1,Chennai Super Kings,Royal Challengers Bangalore,128
484,2011-05-22,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Chennai Super Kings,129
485,2011-05-22,Eden Gardens,1,Kolkata Knight Riders,Mumbai Indians,175
486,2011-05-22,Eden Gardens,2,Mumbai Indians,Kolkata Knight Riders,178
487,2011-05-24,Wankhede Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,175
488,2011-05-24,Wankhede Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,177
489,2011-05-25,Wankhede Stadium,1,Kolkata Knight Riders,Mumbai Indians,147
490,2011-05-25,Wankhede Stadium,2,Mumbai Indians,Kolkata Knight Riders,148
491,2011-05-27,"MA Chidambaram Stadium, Chepauk",1,Royal Challengers Bangalore,Mumbai Indians,185
492,2011-05-27,"MA Chidambaram Stadium, Chepauk",2,Mumbai Indians,Royal Challengers Bangalore,142
493,2011-05-28,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Royal Challengers Bangalore,205
494,2011-05-28,"MA Chidambaram Stadium, Chepauk",2,Royal Challengers Bangalore,Chennai Super Kings,147
495,2012-04-04,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Mumbai Indians,112
496,2012-04-04,"MA Chidambaram Stadium, Chepauk",2,Mumbai Indians,Chennai Super Kings,115
497,2012-04-05,Eden Gardens,1,Kolkata Knight Riders,Delhi Daredevils,97
498,2012-04-05,Eden Gardens,2,Delhi Daredevils,Kolkata Knight Riders,100
499,2012-04-06,Wankhede Stadium,1,Pune Warriors,Mumbai Indians,129
500,2012-04-06,Wankhede Stadium,2,Mumbai Indians,Pune Warriors,101
501,2012-04-06,Sawai Mansingh Stadium,1,Rajasthan Royals,Kings XI Punjab,191
502,2012-04-06,Sawai Mansingh Stadium,2,Kings XI Punjab,Rajasthan Royals,160
503,2012-04-07,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Delhi Daredevils,157
504,2012-04-07,M Chinnaswamy Stadium,2,Delhi Daredevils,Royal Challengers Bangalore,137
505,2012-04-07,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Chennai Super Kings,Deccan Chargers,187
506,2012-04-07,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Deccan Chargers,Chennai Super Kings,119
507,2012-04-08,Sawai Mansingh Stadium,1,Rajasthan Royals,Kolkata Knight Riders,164
508,2012-04-08,Sawai Mansingh Stadium,2,Kolkata Knight Riders,Rajasthan Royals,142
509,2012-04-08,Subrata Roy Sahara Stadium,1,Pune Warriors,Kings XI Punjab,166
510,2012-04-08,Subrata Roy Sahara Stadium,2,Kings XI Punjab,Pune Warriors,144
511,2012-04-09,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Deccan Chargers,Mumbai Indians,138
512,2012-04-09,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Mumbai Indians,Deccan Chargers,142
513,2012-04-10,M Chinnaswamy Stadium,1,Kolkata Knight Riders,Royal Challengers Bangalore,165
514,2012-04-10,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,123
515,2012-04-10,Feroz Shah Kotla,1,Chennai Super Kings,Delhi Daredevils,110
516,2012-04-10,Feroz Shah Kotla,2,Delhi Daredevils,Chennai Super Kings,111
517,2012-04-11,Wankhede Stadium,1,Mumbai Indians,Rajasthan Royals,197
518,2012-04-11,Wankhede Stadium,2,Rajasthan Royals,Mumbai Indians,170
519,2012-04-12,"MA Chidambaram Stadium, Chepauk",1,Royal Challengers Bangalore,Chennai Super Kings,205
520,2012-04-12,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,Royal Challengers Bangalore,204
521,2012-04-12,"Punjab Cricket Association Stadium, Mohali",1,Pune Warriors,Kings XI Punjab,115
522,2012-04-12,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Pune Warriors,116
523,2012-04-13,Eden Gardens,1,Rajasthan Royals,Kolkata Knight Riders,130
524,2012-04-13,Eden Gardens,2,Kolkata Knight Riders,Rajasthan Royals,137
525,2012-04-19,Feroz Shah Kotla,1,Deccan Chargers,Delhi Daredevils,157
526,2012-04-19,Feroz Shah Kotla,2,Delhi Daredevils,Deccan Chargers,162
527,2012-04-14,Subrata Roy Sahara Stadium,1,Chennai Super Kings,Pune Warriors,155
528,2012-04-14,Subrata Roy Sahara Stadium,2,Pune Warriors,Chennai Super Kings,156
529,2012-04-15,Eden Gardens,1,Kings XI Punjab,Kolkata Knight Riders,134
530,2012-04-15,Eden Gardens,2,Kolkata Knight Riders,Kings XI Punjab,132
531,2012-04-15,M Chinnaswamy Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,195
532,2012-04-15,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Rajasthan Royals,136
533,2012-04-16,Wankhede Stadium,1,Mumbai Indians,Delhi Daredevils,92
534,2012-04-16,Wankhede Stadium,2,Delhi Daredevils,Mumbai Indians,93
535,2012-04-17,Sawai Mansingh Stadium,1,Deccan Chargers,Rajasthan Royals,196
536,2012-04-17,Sawai Mansingh Stadium,2,Rajasthan Royals,Deccan Chargers,197
537,2012-04-17,M Chinnaswamy Stadium,1,Pune Warriors,Royal Challengers Bangalore,182
538,2012-04-17,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Pune Warriors,186
539,2012-04-18,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Kolkata Knight Riders,124
540,2012-04-18,"Punjab Cricket Association Stadium, Mohali",2,Kolkata Knight Riders,Kings XI Punjab,127
541,2012-05-10,"Rajiv Gandhi International Stadium, Uppal",1,Deccan Chargers,Delhi Daredevils,187
542,2012-05-10,"Rajiv Gandhi International Stadium, Uppal",2,Delhi Daredevils,Deccan Chargers,193
543,2012-04-19,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Pune Warriors,164
544,2012-04-19,"MA Chidambaram Stadium, Chepauk",2,Pune Warriors,Chennai Super Kings,150
545,2012-04-20,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Royal Challengers Bangalore,163
546,2012-04-20,"Punjab Cricket Association Stadium, Mohali",2,Royal Challengers Bangalore,Kings XI Punjab,166
547,2012-04-21,"MA Chidambaram Stadium, Chepauk",1,Rajasthan Royals,Chennai Super Kings,146
548,2012-04-21,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,Rajasthan Royals,147
549,2012-04-21,Feroz Shah Kotla,1,Pune Warriors,Delhi Daredevils,192
550,2012-04-21,Feroz Shah Kotla,2,Delhi Daredevils,Pune Warriors,172
551,2012-04-22,Wankhede Stadium,1,Mumbai Indians,Kings XI Punjab,160
552,2012-04-22,Wankhede Stadium,2,Kings XI Punjab,Mumbai Indians,164
553,2012-04-22,Barabati Stadium,1,Deccan Chargers,Kolkata Knight Riders,126
554,2012-04-22,Barabati Stadium,2,Kolkata Knight Riders,Deccan Chargers,127
555,2012-04-23,Sawai Mansingh Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,185
556,2012-04-23,Sawai Mansingh Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,143
557,2012-04-24,Subrata Roy Sahara Stadium,1,Pune Warriors,Delhi Daredevils,146
558,2012-04-24,Subrata Roy Sahara Stadium,2,Delhi Daredevils,Pune Warriors,148
559,2012-04-25,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Mumbai Indians,168
560,2012-04-25,"Punjab Cricket Association Stadium, Mohali",2,Mumbai Indians,Kings XI Punjab,171
561,2012-04-26,Subrata Roy Sahara Stadium,1,Deccan Chargers,Pune Warriors,177
562,2012-04-26,Subrata Roy Sahara Stadium,2,Pune Warriors,Deccan Chargers,159
563,2012-04-27,Feroz Shah Kotla,1,Delhi Daredevils,Mumbai Indians,207
564,2012-04-27,Feroz Shah Kotla,2,Mumbai Indians,Delhi Daredevils,170
565,2012-04-28,"MA Chidambaram Stadium, Chepauk",1,Kings XI Punjab,Chennai Super Kings,156
566,2012-04-28,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,Kings XI Punjab,149
567,2012-04-28,Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,190
568,2012-04-28,Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,143
569,2012-04-29,Feroz Shah Kotla,1,Delhi Daredevils,Rajasthan Royals,152
570,2012-04-29,Feroz Shah Kotla,2,Rajasthan Royals,Delhi Daredevils,151
571,2012-04-29,Wankhede Stadium,1,Deccan Chargers,Mumbai Indians,100
572,2012-04-29,Wankhede Stadium,2,Mumbai Indians,Deccan Chargers,101
573,2012-04-30,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Kolkata Knight Riders,139
574,2012-04-30,"MA Chidambaram Stadium, Chepauk",2,Kolkata Knight Riders,Chennai Super Kings,140
575,2012-05-01,Barabati Stadium,1,Deccan Chargers,Pune Warriors,186
576,2012-05-01,Barabati Stadium,2,Pune Warriors,Deccan Chargers,173
577,2012-05-01,Sawai Mansingh Stadium,1,Rajasthan Royals,Delhi Daredevils,141
578,2012-05-01,Sawai Mansingh Stadium,2,Delhi Daredevils,Rajasthan Royals,144
579,2012-05-02,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,157
580,2012-05-02,M Chinnaswamy Stadium,2,Kings XI Punjab,Royal Challengers Bangalore,163
581,2012-05-03,Subrata Roy Sahara Stadium,1,Mumbai Indians,Pune Warriors,120
582,2012-05-03,Subrata Roy Sahara Stadium,2,Pune Warriors,Mumbai Indians,117
583,2012-05-04,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Deccan Chargers,160
584,2012-05-04,"MA Chidambaram Stadium, Chepauk",2,Deccan Chargers,Chennai Super Kings,150
585,2012-05-05,Eden Gardens,1,Kolkata Knight Riders,Pune Warriors,150
586,2012-05-05,Eden Gardens,2,Pune Warriors,Kolkata Knight Riders,143
587,2012-05-05,"Punjab Cricket Association Stadium, Mohali",1,Rajasthan Royals,Kings XI Punjab,177
588,2012-05-05,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Rajasthan Royals,133
589,2012-05-06,Wankhede Stadium,1,Chennai Super Kings,Mumbai Indians,173
590,2012-05-06,Wankhede Stadium,2,Mumbai Indians,Chennai Super Kings,174
591,2012-05-06,M Chinnaswamy Stadium,1,Deccan Chargers,Royal Challengers Bangalore,175
592,2012-05-06,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Deccan Chargers,185
593,2012-05-07,Feroz Shah Kotla,1,Delhi Daredevils,Kolkata Knight Riders,153
594,2012-05-07,Feroz Shah Kotla,2,Kolkata Knight Riders,Delhi Daredevils,154
595,2012-05-08,Subrata Roy Sahara Stadium,1,Pune Warriors,Rajasthan Royals,125
596,2012-05-08,Subrata Roy Sahara Stadium,2,Rajasthan Royals,Pune Warriors,126
597,2012-05-08,"Rajiv Gandhi International Stadium, Uppal",1,Kings XI Punjab,Deccan Chargers,170
598,2012-05-08,"Rajiv Gandhi International Stadium, Uppal",2,Deccan Chargers,Kings XI Punjab,145
599,2012-05-09,Wankhede Stadium,1,Mumbai Indians,Royal Challengers Bangalore,141
600,2012-05-09,Wankhede Stadium,2,Royal Challengers Bangalore,Mumbai Indians,142
601,2012-05-10,Sawai Mansingh Stadium,1,Rajasthan Royals,Chennai Super Kings,126
602,2012-05-10,Sawai Mansingh Stadium,2,Chennai Super Kings,Rajasthan Royals,127
603,2012-05-11,Subrata Roy Sahara Stadium,1,Royal Challengers Bangalore,Pune Warriors,173
604,2012-05-11,Subrata Roy Sahara Stadium,2,Pune Warriors,Royal Challengers Bangalore,138
605,2012-05-12,Eden Gardens,1,Mumbai Indians,Kolkata Knight Riders,182
606,2012-05-12,Eden Gardens,2,Kolkata Knight Riders,Mumbai Indians,155
607,2012-05-12,"MA Chidambaram Stadium, Chepauk",1,Delhi Daredevils,Chennai Super Kings,114
608,2012-05-12,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,Delhi Daredevils,115
609,2012-05-13,Sawai Mansingh Stadium,1,Rajasthan Royals,Pune Warriors,170
610,2012-05-13,Sawai Mansingh Stadium,2,Pune Warriors,Rajasthan Royals,125
611,2012-05-13,"Punjab Cricket Association Stadium, Mohali",1,Deccan Chargers,Kings XI Punjab,190
612,2012-05-13,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Deccan Chargers,194
613,2012-05-14,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Mumbai Indians,171
614,2012-05-14,M Chinnaswamy Stadium,2,Mumbai Indians,Royal Challengers Bangalore,173
615,2012-05-14,Eden Gardens,1,Kolkata Knight Riders,Chennai Super Kings,158
616,2012-05-14,Eden Gardens,2,Chennai Super Kings,Kolkata Knight Riders,160
617,2012-05-15,Feroz Shah Kotla,1,Kings XI Punjab,Delhi Daredevils,136
618,2012-05-15,Feroz Shah Kotla,2,Delhi Daredevils,Kings XI Punjab,140
619,2012-05-16,Wankhede Stadium,1,Kolkata Knight Riders,Mumbai Indians,140
620,2012-05-16,Wankhede Stadium,2,Mumbai Indians,Kolkata Knight Riders,108
621,2012-05-17,Himachal Pradesh Cricket Association Stadium,1,Chennai Super Kings,Kings XI Punjab,120
622,2012-05-17,Himachal Pradesh Cricket Association Stadium,2,Kings XI Punjab,Chennai Super Kings,123
623,2012-05-17,Feroz Shah Kotla,1,Royal Challengers Bangalore,Delhi Daredevils,215
624,2012-05-17,Feroz Shah Kotla,2,Delhi Daredevils,Royal Challengers Bangalore,194
625,2012-05-18,"Rajiv Gandhi International Stadium, Uppal",1,Rajasthan Royals,Deccan Chargers,126
626,2012-05-18,"Rajiv Gandhi International Stadium, Uppal",2,Deccan Chargers,Rajasthan Royals,128
627,2012-05-19,Himachal Pradesh Cricket Association Stadium,1,Kings XI Punjab,Delhi Daredevils,141
628,2012-05-19,Himachal Pradesh Cricket Association Stadium,2,Delhi Daredevils,Kings XI Punjab,145
629,2012-05-19,Subrata Roy Sahara Stadium,1,Kolkata Knight Riders,Pune Warriors,134
630,2012-05-19,Subrata Roy Sahara Stadium,2,Pune Warriors,Kolkata Knight Riders,102
631,2012-05-20,"Rajiv Gandhi International Stadium, Uppal",1,Deccan Chargers,Royal Challengers Bangalore,132
632,2012-05-20,"Rajiv Gandhi International Stadium, Uppal",2,Royal Challengers Bangalore,Deccan Chargers,123
633,2012-05-20,Sawai Mansingh Stadium,1,Rajasthan Royals,Mumbai Indians,162
634,2012-05-20,Sawai Mansingh Stadium,2,Mumbai Indians,Rajasthan Royals,163
635,2012-05-22,Subrata Roy Sahara Stadium,1,Kolkata Knight Riders,Delhi Daredevils,162
636,2012-05-22,Subrata Roy Sahara Stadium,2,Delhi Daredevils,Kolkata Knight Riders,144
637,2012-05-23,M Chinnaswamy Stadium,1,Chennai Super Kings,Mumbai Indians,185
638,2012-05-23,M Chinnaswamy Stadium,2,Mumbai Indians,Chennai Super Kings,149
639,2012-05-25,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Delhi Daredevils,222
640,2012-05-25,"MA Chidambaram Stadium, Chepauk",2,Delhi Daredevils,Chennai Super Kings,136
641,2012-05-27,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Kolkata Knight Riders,190
642,2012-05-27,"MA Chidambaram Stadium, Chepauk",2,Kolkata Knight Riders,Chennai Super Kings,192
643,2013-04-03,Eden Gardens,1,Delhi Daredevils,Kolkata Knight Riders,128
644,2013-04-03,Eden Gardens,2,Kolkata Knight Riders,Delhi Daredevils,129
645,2013-04-04,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Mumbai Indians,156
646,2013-04-04,M Chinnaswamy Stadium,2,Mumbai Indians,Royal Challengers Bangalore,154
647,2013-04-05,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Pune Warriors,126
648,2013-04-05,"Rajiv Gandhi International Stadium, Uppal",2,Pune Warriors,Sunrisers Hyderabad,104
649,2013-04-06,Feroz Shah Kotla,1,Rajasthan Royals,Delhi Daredevils,165
650,2013-04-06,Feroz Shah Kotla,2,Delhi Daredevils,Rajasthan Royals,160
651,2013-04-06,"MA Chidambaram Stadium, Chepauk",1,Mumbai Indians,Chennai Super Kings,148
652,2013-04-06,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,Mumbai Indians,139
653,2013-04-07,Subrata Roy Sahara Stadium,1,Pune Warriors,Kings XI Punjab,99
654,2013-04-07,Subrata Roy Sahara Stadium,2,Kings XI Punjab,Pune Warriors,100
655,2013-04-07,"Rajiv Gandhi International Stadium, Uppal",1,Royal Challengers Bangalore,Sunrisers Hyderabad,130
656,2013-04-07,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Royal Challengers Bangalore,130
657,2013-04-08,Sawai Mansingh Stadium,1,Rajasthan Royals,Kolkata Knight Riders,143
658,2013-04-08,Sawai Mansingh Stadium,2,Kolkata Knight Riders,Rajasthan Royals,125
659,2013-04-09,Wankhede Stadium,1,Mumbai Indians,Delhi Daredevils,209
660,2013-04-09,Wankhede Stadium,2,Delhi Daredevils,Mumbai Indians,165
661,2013-04-10,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Chennai Super Kings,138
662,2013-04-10,"Punjab Cricket Association Stadium, Mohali",2,Chennai Super Kings,Kings XI Punjab,139
663,2013-04-11,M Chinnaswamy Stadium,1,Kolkata Knight Riders,Royal Challengers Bangalore,154
664,2013-04-11,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,158
665,2013-04-11,Subrata Roy Sahara Stadium,1,Rajasthan Royals,Pune Warriors,145
666,2013-04-11,Subrata Roy Sahara Stadium,2,Pune Warriors,Rajasthan Royals,148
667,2013-04-12,Feroz Shah Kotla,1,Delhi Daredevils,Sunrisers Hyderabad,114
668,2013-04-12,Feroz Shah Kotla,2,Sunrisers Hyderabad,Delhi Daredevils,115
669,2013-04-13,Wankhede Stadium,1,Mumbai Indians,Pune Warriors,183
670,2013-04-13,Wankhede Stadium,2,Pune Warriors,Mumbai Indians,142
671,2013-04-13,"MA Chidambaram Stadium, Chepauk",1,Royal Challengers Bangalore,Chennai Super Kings,165
672,2013-04-13,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,Royal Challengers Bangalore,166
673,2013-04-14,Eden Gardens,1,Kolkata Knight Riders,Sunrisers Hyderabad,180
674,2013-04-14,Eden Gardens,2,Sunrisers Hyderabad,Kolkata Knight Riders,132
675,2013-04-14,Sawai Mansingh Stadium,1,Kings XI Punjab,Rajasthan Royals,124
676,2013-04-14,Sawai Mansingh Stadium,2,Rajasthan Royals,Kings XI Punjab,126
677,2013-04-15,"MA Chidambaram Stadium, Chepauk",1,Pune Warriors,Chennai Super Kings,159
678,2013-04-15,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,Pune Warriors,135
679,2013-04-16,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Kolkata Knight Riders,157
680,2013-04-16,"Punjab Cricket Association Stadium, Mohali",2,Kolkata Knight Riders,Kings XI Punjab,152
681,2013-04-16,M Chinnaswamy Stadium,1,Delhi Daredevils,Royal Challengers Bangalore,152
682,2013-04-16,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Delhi Daredevils,152
683,2013-04-17,Subrata Roy Sahara Stadium,1,Sunrisers Hyderabad,Pune Warriors,115
684,2013-04-17,Subrata Roy Sahara Stadium,2,Pune Warriors,Sunrisers Hyderabad,108
685,2013-04-17,Sawai Mansingh Stadium,1,Rajasthan Royals,Mumbai Indians,179
686,2013-04-17,Sawai Mansingh Stadium,2,Mumbai Indians,Rajasthan Royals,92
687,2013-04-18,Feroz Shah Kotla,1,Chennai Super Kings,Delhi Daredevils,168
688,2013-04-18,Feroz Shah Kotla,2,Delhi Daredevils,Chennai Super Kings,83
689,2013-04-19,"Rajiv Gandhi International Stadium, Uppal",1,Kings XI Punjab,Sunrisers Hyderabad,123
690,2013-04-19,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Kings XI Punjab,127
691,2013-04-20,Eden Gardens,1,Kolkata Knight Riders,Chennai Super Kings,119
692,2013-04-20,Eden Gardens,2,Chennai Super Kings,Kolkata Knight Riders,124
693,2013-04-20,M Chinnaswamy Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,117
694,2013-04-20,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Rajasthan Royals,123
695,2013-04-21,Feroz Shah Kotla,1,Mumbai Indians,Delhi Daredevils,161
696,2013-04-21,Feroz Shah Kotla,2,Delhi Daredevils,Mumbai Indians,165
697,2013-04-21,"Punjab Cricket Association Stadium, Mohali",1,Pune Warriors,Kings XI Punjab,185
698,2013-04-21,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Pune Warriors,186
699,2013-04-22,"MA Chidambaram Stadium, Chepauk",1,Rajasthan Royals,Chennai Super Kings,185
700,2013-04-22,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,Rajasthan Royals,186
701,2013-04-23,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Pune Warriors,263
702,2013-04-23,M Chinnaswamy Stadium,2,Pune Warriors,Royal Challengers Bangalore,133
703,2013-05-16,Himachal Pradesh Cricket Association Stadium,1,Kings XI Punjab,Delhi Daredevils,171
704,2013-05-16,Himachal Pradesh Cricket Association Stadium,2,Delhi Daredevils,Kings XI Punjab,164
705,2013-04-24,Eden Gardens,1,Kolkata Knight Riders,Mumbai Indians,159
